trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,stop_name,stop_lat,stop_lon,location_type,route_id,trip_headsign,trip_short_name,start,stop
14,17:48:00,17:58:00,8103000,2,0,0,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 1255,Wien Hbf,Graz Hbf
14,18:03:00,18:05:00,8100514,3,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 1255,Wien Hbf,Graz Hbf
14,18:28:00,18:32:00,8100516,4,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 1255,Wien Hbf,Graz Hbf
14,19:14:00,19:15:00,8100028,5,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Graz Hbf,RJ 1255,Wien Hbf,Graz Hbf
14,19:28:00,19:30:00,8100029,6,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 1255,Wien Hbf,Graz Hbf
14,19:51:00,19:52:00,8100031,7,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 1255,Wien Hbf,Graz Hbf
14,19:56:00,19:58:00,8100032,8,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 1255,Wien Hbf,Graz Hbf
14,20:33:00,20:33:00,8100173,9,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 1255,Wien Hbf,Graz Hbf
96,11:20:00,11:26:00,8100173,5,0,0,Graz Hbf,47.072503000000005,15.416464000000001,0,9,Wien Hbf,EC 158,Graz Hbf,Wien Hbf
96,12:01:00,12:03:00,8100032,6,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,9,Wien Hbf,EC 158,Graz Hbf,Wien Hbf
96,12:09:00,12:11:00,8100031,7,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,9,Wien Hbf,EC 158,Graz Hbf,Wien Hbf
96,12:32:00,12:33:00,8100029,8,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,9,Wien Hbf,EC 158,Graz Hbf,Wien Hbf
96,13:28:00,13:32:00,8100516,9,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,9,Wien Hbf,EC 158,Graz Hbf,Wien Hbf
96,13:55:00,13:57:00,8100514,10,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,9,Wien Hbf,EC 158,Graz Hbf,Wien Hbf
96,14:02:00,14:02:00,8103000,11,1,0,Wien Hbf,48.185101,16.377113,0,9,Wien Hbf,EC 158,Graz Hbf,Wien Hbf
4210,05:58:00,05:58:00,8103000,1,0,1,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 551,Wien Hbf,Graz Hbf
4210,06:03:00,06:05:00,8100514,2,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 551,Wien Hbf,Graz Hbf
4210,06:28:00,06:32:00,8100516,3,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 551,Wien Hbf,Graz Hbf
4210,07:28:00,07:30:00,8100029,4,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 551,Wien Hbf,Graz Hbf
4210,07:51:00,07:52:00,8100031,5,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 551,Wien Hbf,Graz Hbf
4210,07:56:00,07:58:00,8100032,6,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 551,Wien Hbf,Graz Hbf
4210,08:33:00,08:33:00,8100173,7,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 551,Wien Hbf,Graz Hbf
4211,06:48:00,06:58:00,8103000,2,0,0,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 553,Wien Hbf,Graz Hbf
4211,07:03:00,07:05:00,8100514,3,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 553,Wien Hbf,Graz Hbf
4211,07:28:00,07:32:00,8100516,4,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 553,Wien Hbf,Graz Hbf
4211,08:28:00,08:30:00,8100029,5,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 553,Wien Hbf,Graz Hbf
4211,08:51:00,08:52:00,8100031,6,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 553,Wien Hbf,Graz Hbf
4211,08:56:00,08:58:00,8100032,7,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 553,Wien Hbf,Graz Hbf
4211,09:33:00,09:33:00,8100173,8,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 553,Wien Hbf,Graz Hbf
4212,07:26:00,07:26:00,8100173,1,0,1,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Flughafen Wien Bahnhof,RJ 554,Graz Hbf,Wien Hbf
4212,08:01:00,08:03:00,8100032,2,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Flughafen Wien Bahnhof,RJ 554,Graz Hbf,Wien Hbf
4212,08:09:00,08:11:00,8100031,3,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Flughafen Wien Bahnhof,RJ 554,Graz Hbf,Wien Hbf
4212,08:32:00,08:33:00,8100029,4,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Flughafen Wien Bahnhof,RJ 554,Graz Hbf,Wien Hbf
4212,08:45:00,08:47:00,8100028,5,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Flughafen Wien Bahnhof,RJ 554,Graz Hbf,Wien Hbf
4212,09:28:00,09:32:00,8100516,6,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Flughafen Wien Bahnhof,RJ 554,Graz Hbf,Wien Hbf
4212,09:55:00,09:57:00,8100514,7,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Flughafen Wien Bahnhof,RJ 554,Graz Hbf,Wien Hbf
4212,10:02:00,10:12:00,8103000,8,0,0,Wien Hbf,48.185101,16.377113,0,4,Flughafen Wien Bahnhof,RJ 554,Graz Hbf,Wien Hbf
4279,09:26:00,09:26:00,8100173,1,0,1,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Flughafen Wien Bahnhof,RJ 558,Graz Hbf,Wien Hbf
4279,10:01:00,10:03:00,8100032,2,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Flughafen Wien Bahnhof,RJ 558,Graz Hbf,Wien Hbf
4279,10:09:00,10:11:00,8100031,3,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Flughafen Wien Bahnhof,RJ 558,Graz Hbf,Wien Hbf
4279,10:32:00,10:33:00,8100029,4,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Flughafen Wien Bahnhof,RJ 558,Graz Hbf,Wien Hbf
4279,11:28:00,11:32:00,8100516,5,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Flughafen Wien Bahnhof,RJ 558,Graz Hbf,Wien Hbf
4279,11:55:00,11:57:00,8100514,6,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Flughafen Wien Bahnhof,RJ 558,Graz Hbf,Wien Hbf
4279,12:02:00,12:12:00,8103000,7,0,0,Wien Hbf,48.185101,16.377113,0,4,Flughafen Wien Bahnhof,RJ 558,Graz Hbf,Wien Hbf
4298,09:48:00,09:58:00,8103000,2,0,0,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 559,Wien Hbf,Graz Hbf
4298,10:03:00,10:05:00,8100514,3,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 559,Wien Hbf,Graz Hbf
4298,10:28:00,10:32:00,8100516,4,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 559,Wien Hbf,Graz Hbf
4298,11:14:00,11:15:00,8100028,5,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Graz Hbf,RJ 559,Wien Hbf,Graz Hbf
4298,11:28:00,11:30:00,8100029,6,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 559,Wien Hbf,Graz Hbf
4298,11:51:00,11:52:00,8100031,7,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 559,Wien Hbf,Graz Hbf
4298,11:56:00,11:58:00,8100032,8,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 559,Wien Hbf,Graz Hbf
4298,12:33:00,12:33:00,8100173,9,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 559,Wien Hbf,Graz Hbf
4907,11:48:00,11:58:00,8103000,2,0,0,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 653,Wien Hbf,Graz Hbf
4907,12:03:00,12:05:00,8100514,3,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 653,Wien Hbf,Graz Hbf
4907,12:28:00,12:32:00,8100516,4,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 653,Wien Hbf,Graz Hbf
4907,13:14:00,13:15:00,8100028,5,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Graz Hbf,RJ 653,Wien Hbf,Graz Hbf
4907,13:28:00,13:30:00,8100029,6,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 653,Wien Hbf,Graz Hbf
4907,13:51:00,13:52:00,8100031,7,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 653,Wien Hbf,Graz Hbf
4907,13:56:00,13:58:00,8100032,8,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 653,Wien Hbf,Graz Hbf
4907,14:33:00,14:33:00,8100173,9,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 653,Wien Hbf,Graz Hbf
4934,13:26:00,13:26:00,8100173,1,0,1,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Flughafen Wien Bahnhof,RJ 656,Graz Hbf,Wien Hbf
4934,14:01:00,14:03:00,8100032,2,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Flughafen Wien Bahnhof,RJ 656,Graz Hbf,Wien Hbf
4934,14:09:00,14:11:00,8100031,3,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Flughafen Wien Bahnhof,RJ 656,Graz Hbf,Wien Hbf
4934,14:32:00,14:33:00,8100029,4,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Flughafen Wien Bahnhof,RJ 656,Graz Hbf,Wien Hbf
4934,15:28:00,15:32:00,8100516,5,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Flughafen Wien Bahnhof,RJ 656,Graz Hbf,Wien Hbf
4934,15:55:00,15:57:00,8100514,6,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Flughafen Wien Bahnhof,RJ 656,Graz Hbf,Wien Hbf
4934,16:02:00,16:12:00,8103000,7,0,0,Wien Hbf,48.185101,16.377113,0,4,Flughafen Wien Bahnhof,RJ 656,Graz Hbf,Wien Hbf
4940,13:48:00,13:58:00,8103000,2,0,0,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 657,Wien Hbf,Graz Hbf
4940,14:03:00,14:05:00,8100514,3,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 657,Wien Hbf,Graz Hbf
4940,14:28:00,14:32:00,8100516,4,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 657,Wien Hbf,Graz Hbf
4940,15:28:00,15:30:00,8100029,5,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 657,Wien Hbf,Graz Hbf
4940,15:51:00,15:52:00,8100031,6,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 657,Wien Hbf,Graz Hbf
4940,15:56:00,15:58:00,8100032,7,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 657,Wien Hbf,Graz Hbf
4940,16:33:00,16:33:00,8100173,8,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 657,Wien Hbf,Graz Hbf
5243,15:26:00,15:26:00,8100173,1,0,1,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Flughafen Wien Bahnhof,RJ 750,Graz Hbf,Wien Hbf
5243,16:01:00,16:03:00,8100032,2,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Flughafen Wien Bahnhof,RJ 750,Graz Hbf,Wien Hbf
5243,16:09:00,16:11:00,8100031,3,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Flughafen Wien Bahnhof,RJ 750,Graz Hbf,Wien Hbf
5243,16:32:00,16:33:00,8100029,4,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Flughafen Wien Bahnhof,RJ 750,Graz Hbf,Wien Hbf
5243,16:45:00,16:47:00,8100028,5,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Flughafen Wien Bahnhof,RJ 750,Graz Hbf,Wien Hbf
5243,17:28:00,17:32:00,8100516,6,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Flughafen Wien Bahnhof,RJ 750,Graz Hbf,Wien Hbf
5243,17:55:00,17:57:00,8100514,7,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Flughafen Wien Bahnhof,RJ 750,Graz Hbf,Wien Hbf
5243,18:02:00,18:12:00,8103000,8,0,0,Wien Hbf,48.185101,16.377113,0,4,Flughafen Wien Bahnhof,RJ 750,Graz Hbf,Wien Hbf
5269,17:26:00,17:26:00,8100173,1,0,1,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Flughafen Wien Bahnhof,RJ 754,Graz Hbf,Wien Hbf
5269,18:01:00,18:03:00,8100032,2,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Flughafen Wien Bahnhof,RJ 754,Graz Hbf,Wien Hbf
5269,18:09:00,18:11:00,8100031,3,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Flughafen Wien Bahnhof,RJ 754,Graz Hbf,Wien Hbf
5269,18:32:00,18:33:00,8100029,4,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Flughafen Wien Bahnhof,RJ 754,Graz Hbf,Wien Hbf
5269,18:45:00,18:47:00,8100028,5,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Flughafen Wien Bahnhof,RJ 754,Graz Hbf,Wien Hbf
5269,19:28:00,19:32:00,8100516,6,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Flughafen Wien Bahnhof,RJ 754,Graz Hbf,Wien Hbf
5269,19:55:00,19:57:00,8100514,7,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Flughafen Wien Bahnhof,RJ 754,Graz Hbf,Wien Hbf
5269,20:02:00,20:12:00,8103000,8,0,0,Wien Hbf,48.185101,16.377113,0,4,Flughafen Wien Bahnhof,RJ 754,Graz Hbf,Wien Hbf
5272,17:48:00,17:58:00,8103000,2,0,0,Wien Hbf,48.185101,16.377113,0,4,Graz Hbf,RJ 755,Wien Hbf,Graz Hbf
5272,18:03:00,18:05:00,8100514,3,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Graz Hbf,RJ 755,Wien Hbf,Graz Hbf
5272,18:30:00,18:32:00,8100516,4,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Graz Hbf,RJ 755,Wien Hbf,Graz Hbf
5272,19:14:00,19:15:00,8100028,5,0,0,Semmering Bahnhof,47.639703999999995,15.831028,0,4,Graz Hbf,RJ 755,Wien Hbf,Graz Hbf
5272,19:28:00,19:30:00,8100029,6,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Graz Hbf,RJ 755,Wien Hbf,Graz Hbf
5272,19:51:00,19:52:00,8100031,7,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Graz Hbf,RJ 755,Wien Hbf,Graz Hbf
5272,19:56:00,19:58:00,8100032,8,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Graz Hbf,RJ 755,Wien Hbf,Graz Hbf
5272,20:33:00,20:33:00,8100173,9,1,0,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Graz Hbf,RJ 755,Wien Hbf,Graz Hbf
5393,20:26:00,20:26:00,8100173,1,0,1,Graz Hbf,47.072503000000005,15.416464000000001,0,4,Wien Hbf,RJ 850,Graz Hbf,Wien Hbf
5393,21:01:00,21:03:00,8100032,2,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,4,Wien Hbf,RJ 850,Graz Hbf,Wien Hbf
5393,21:09:00,21:11:00,8100031,3,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,4,Wien Hbf,RJ 850,Graz Hbf,Wien Hbf
5393,21:32:00,21:33:00,8100029,4,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,4,Wien Hbf,RJ 850,Graz Hbf,Wien Hbf
5393,22:28:00,22:32:00,8100516,5,0,0,Wr.Neustadt Hbf,47.811693,16.233812,0,4,Wien Hbf,RJ 850,Graz Hbf,Wien Hbf
5393,22:55:00,22:57:00,8100514,6,0,0,Wien Meidling Bahnhof,48.174582,16.333737,0,4,Wien Hbf,RJ 850,Graz Hbf,Wien Hbf
5393,23:02:00,23:02:00,8103000,7,1,0,Wien Hbf,48.185101,16.377113,0,4,Wien Hbf,RJ 850,Graz Hbf,Wien Hbf
5394,21:26:00,21:26:00,8100173,1,0,1,Graz Hbf,47.072503000000005,15.416464000000001,0,7,Wien Hbf,D 852,Graz Hbf,Wien Hbf
5394,22:01:00,22:03:00,8100032,2,0,0,Bruck/Mur Bahnhof,47.413649,15.279495,0,7,Wien Hbf,D 852,Graz Hbf,Wien Hbf
5394,22:09:00,22:11:00,8100031,3,0,0,Kapfenberg Bahnhof,47.445195,15.292089,0,7,Wien Hbf,D 852,Graz Hbf,Wien Hbf
5394,22:32:00,22:33:00,8100029,4,0,0,Mürzzuschlag Bahnhof,47.607874,15.677004,0,7,Wien Hbf,D 852,Graz Hbf,Wien Hbf
